c267;water quality law;NA;Wasserqualitätsgesetz;NA;loi sur la qualité de l'eau;NA;legge sulla qualità dell'acqua;NA
c268;water resource;NA;Wasserressource;NA;ressource en eau;NA;risorsa idrica;NA
c269;water resources;NA;Wasserressourcen;NA;ressources en eau;NA;risorse idriche;NA
c270;water resources law;NA;Recht der Wasserressourcen;NA;droit des ressources en eau;NA;legge sulle risorse idriche;NA
c271;water restriction;NA;Wasserbeschränkung;NA;restriction de l'eau;NA;restrizione dell'acqua;NA
c272;water sampling station;NA;Wasserentnahmestelle;NA;station d'échantillonnage d'eau;NA;stazione di campionamento dell'acqua;NA
c273;water saving;NA;Wassereinsparung;NA;économie d'eau;NA;risparmio idrico;NA
c274;water scarcity;NA;Wasserknappheit;NA;pénurie d'eau;NA;scarsità d'acqua;NA
c275;water security;NA;Wassersicherheit;NA;sécurité de l'eau;NA;sicurezza dell'acqua;NA
c276;water service contract;NA;Wasserdienstleistungsvertrag;NA;contrat de service de l'eau;NA;contratto di servizio idrico;NA
c277;water shortage;NA;Wasserknappheit;NA;pénurie d'eau;NA;carenza d'acqua;NA
c278;water stagnation;NA;Wasserstagnation;NA;stagnation de l'eau;NA;stagnazione dell'acqua;NA
c279;water stress;NA;Wasserstress;NA;stress hydrique;NA;stress idrico;NA
c280;water supply;NA;Wasserversorgung;NA;approvisionnement en eau;NA;approvvigionamento idrico;NA
c281;water sustainability;NA;Nachhaltigkeit des Wassers;NA;durabilité de l'eau;NA;sostenibilità dell'acqua;NA
c282;water testing;NA;Wasseruntersuchung;NA;analyse de l'eau;NA;test dell'acqua;NA
c283;water transportation;NA;Wassertransport;NA;transport de l'eau;NA;trasporto dell'acqua;NA
c284;water treatment;NA;Wasseraufbereitung;NA;traitement de l'eau;NA;trattamento dell'acqua;NA
c285;waterborne disease;NA;Durch Wasser übertragbare Krankheiten;NA;maladie d'origine hydrique;NA;malattie trasmesse dall'acqua;NA
c286;waterborne disease and outbreak reporting system;NA;Meldesystem für durch Wasser übertragbare Krankheiten und Krankheitsausbrüche;NA;système de déclaration des maladies d'origine hydrique et des épidémies;NA;sistema di segnalazione delle malattie trasmesse dall'acqua e dei focolai;NA
c287;watershed management;NA;Management von Wassereinzugsgebieten;NA;gestion des bassins versants;NA;gestione dello spartiacque;NA
c288;well drainage;NA;Brunnenentwässerung;NA;drainage des puits;NA;drenaggio dei pozzi;NA
