id;keyword_en;required_context_en;keyword_de;required_context_de;keyword_fr;required_context_fr;keyword_it;required_context_it
c284;harmful drinking;NA;schädlicher Alkoholkonsum;NA;consommation d'alcool nuisible;NA;bere nocivo;NA
c285;hazardous drinking;NA;Gefährlicher Alkoholkonsum;NA;consommation dangereuse d'alcool;NA;bere pericoloso;NA
c286;health research;NA;Gesundheitsforschung;NA;recherche sur la santé;NA;ricerca sulla salute;NA
c287;healthy live;NA;gesund leben;NA;vie saine;NA;vivere sano;NA
c288;hepatitis;NA;Hepatitis;NA;hépatite;NA;epatite;NA
c289;heptachlor;NA;Heptachlor;NA;heptachlore;NA;eptacloro;NA
c290;herpes simplex;NA;Herpes simplex;NA;herpès simplex;NA;herpes simplex;NA
c291;herpes simplex virus;NA;Herpes-simplex-Virus;NA;virus de l'herpès simplex;NA;herpes simplex virus;NA
c292;heterosubtypic immunity;NA;heterosubtypische Immunität;NA;immunité hétérosubtypique;NA;immunità eterosubtipica;NA
c293;hexachlorobenzene;NA;Hexachlorbenzol;NA;hexachlorobenzène;NA;esaclorobenzene;NA
c294;hexafluoroethane;NA;Hexafluorethan;NA;hexafluoroéthane;NA;esafluoretano;NA
c295;hexane;NA;Hexan;NA;hexane;NA;esano;NA
c296;histoplasmosis;NA;Histoplasmose;NA;histoplasmose;NA;istoplasmosi;NA
c297;hiv;NA;hiv;NA;vih;NA;hiv;NA
c298;hiv infection;NA;hiv-infektion;NA;infection par le vih;NA;infezione da hiv;NA
c299;hiv/aids;NA;hiv/aids;NA;vih/sida;NA;hiv/aids;NA
c300;hospital mortality;NA;Krankenhaussterblichkeit;NA;mortalité hospitalière;NA;mortalità in ospedale;NA
c301;hpv-positive oropharyngeal cancer;NA;hpv-positiver oropharyngealer Krebs;NA;cancer oropharyngé positif au hpv;NA;cancro orofaringeo hpv-positivo;NA
c302;human african trypanosomiasis;NA;Afrikanische Trypanosomiasis beim Menschen;NA;trypanosomiase humaine africaine;NA;tripanosomiasi africana umana;NA
c303;human well-being;NA;menschliches Wohlbefinden;NA;bien-être humain;NA;benessere umano;NA
c304;hybricell;NA;Hybrizelle;NA;hybricell;NA;hybricell;NA
c305;hydrazine;NA;Hydrazin;NA;hydrazine;NA;idrazina;NA
c306;hydrogen chloride;NA;Chlorwasserstoff;NA;chlorure d'hydrogène;NA;cloruro di idrogeno;NA
c307;hydrogen fluoride;NA;Fluorwasserstoff;NA;de l'hydrogène fluor de l'hydrogène;NA;fluoruro di idrogeno;NA
c308;hydroxychloroquine;NA;Hydroxychloroquin;NA;hydroxychloroquine;NA;idrossiclorochina;NA
c309;hyperfocus;NA;Hyperfokus;NA;hyperfocus;NA;hyperfocus;NA
c310;hypoactivity;NA;Hypoaktivität;NA;hypoactivité;NA;ipoattività;NA
c311;improving mortality;NA;Verbesserung der Sterblichkeit;NA;amélioration de la mortalité;NA;miglioramento della mortalità;NA
c312;in vitro fertilisation;NA;In-vitro-Fertilisation;NA;fécondation in vitro;NA;fecondazione in vitro;NA
c313;increasing life expectancy;NA;Erhöhung der Lebenserwartung;NA;augmentation de l'espérance de vie;NA;aumento dell'aspettativa di vita;NA
c314;indinavir;NA;Indinavir;NA;indinavir;NA;indinavir;NA
c315;industrial dye degradation;NA;Abbau von Industriefarbstoffen;NA;dégradation industrielle des colorants;NA;degradazione industriale dei coloranti;NA
c316;industrial wastewater treatment;NA;industrielle abwasserbehandlung;NA;traitement des eaux usées industrielles;NA;trattamento delle acque reflue industriali;NA
c317;infant mortality;NA;Säuglingssterblichkeit;NA;mortalité infantile;NA;mortalità infantile;NA
c318;infectious disease;NA;Infektionskrankheit;NA;maladie infectieuse;NA;malattia infettiva;NA
c319;influvac;NA;influvac;NA;influvac;NA;influenzavac;NA
c320;injury crash;NA;Unfallverletzungen;NA;accident corporel;NA;infortunio incidente;NA
c321;international health policy;NA;internationale gesundheitspolitik;NA;politique internationale de santé;NA;politica sanitaria internazionale;NA
c322;international health regulations;NA;internationale gesundheitsvorschriften;NA;règlement sanitaire international;NA;regolamenti sanitari internazionali;NA
c323;jesuit's bark;NA;Jesuitenrinde;NA;écorce de jésuite;NA;corteccia del gesuita;NA
c324;kanamycin a;NA;Kanamycin A;NA;kanamycine a;NA;kanamicina a;NA
c325;kaposi's sarcoma-associated herpesvirus;NA;Kaposi-Sarkom-assoziiertes Herpesvirus;NA;herpèsvirus associé au sarcome de kaposi;NA;herpesvirus associato al sarcoma di Kaposi;NA
c326;kemron;NA;kemron;NA;kemron;NA;kemron;NA
c327;kepone;NA;Kepon;NA;képone;NA;kepone;NA
c328;koplik's spots;NA;Koplik'sche Flecken;NA;taches de koplik;NA;macchie di koplik;NA
c329;kyoto protocol;NA;Kyoto-Protokoll;NA;protocole de kyoto;NA;protocollo di kyoto;NA
c330;lasinavir;NA;Lasinavir;NA;lasinavir;NA;lasinavir;NA
c331;late termination of pregnancy;NA;Spätabbruch der Schwangerschaft;NA;interruption tardive de grossesse;NA;interruzione tardiva della gravidanza;NA
c332;latent tuberculosis;NA;latente Tuberkulose;NA;tuberculose latente;NA;tubercolosi latente;NA
c333;lead abatement;NA;Bleiabbau;NA;réduction du plomb;NA;abbattimento del piombo;NA
c334;leishmaniasis;NA;Leishmaniose;NA;leishmaniose;NA;leishmaniosi;NA
c335;leprosy;NA;Lepra;NA;lèpre;NA;lebbra;NA
c336;leukorrhea;NA;Leukorrhoe;NA;leucorrhée;NA;leucorrea;NA
c337;life quality;NA;Lebensqualität;NA;qualité de vie;NA;qualità della vita;NA
c338;life satisfaction;NA;Lebenszufriedenheit;NA;satisfaction de la vie;NA;soddisfazione della vita;NA
c339;lindane;NA;Lindan;NA;lindane;NA;lindano;NA
c340;linezolid;NA;Linezolid;NA;linezolid;NA;linezolid;NA
c341;lopinavir;NA;Lopinavir;NA;lopinavir;NA;lopinavir;NA
c342;low-carbon emission;NA;kohlenstoffarme Emission;NA;faible émission de carbone;NA;bassa emissione di carbonio;NA
c343;low-emission zone;NA;schadstoffarme Zone;NA;zone à faibles émissions;NA;zona a bassa emissione;NA
c344;lumefantrine;NA;Lumefantrin;NA;lumefantrine;NA;lumefantrina;NA
c345;lymphatic filariasis;NA;Lymphatische Filariose;NA;filariose lymphatique;NA;filariosi linfatica;NA
c346;m-anisidine;NA;m-Anisidin;NA;m-anisidine;NA;m-anisidina;NA
c347;malaria;NA;Malaria;NA;paludisme;NA;malaria;NA
c348;malaria case;NA;Malariafall;NA;cas de paludisme;NA;caso di malaria;NA
c349;malaria control;NA;Malariakontrolle;NA;lutte contre le paludisme;NA;controllo della malaria;NA
c350;malaria infection;NA;Malaria-Infektion;NA;infection palustre;NA;infezione da malaria;NA
c351;malaria transmission;NA;Malaria-Übertragung;NA;transmission du paludisme;NA;trasmissione della malaria;NA
c352;malaria treatment;NA;Malaria-Behandlung;NA;traitement du paludisme;NA;trattamento della malaria;NA
c353;marine sanitation device;NA;Meeressanitäreinrichtung;NA;dispositif d'assainissement marin;NA;dispositivo sanitario marino;NA
c354;maternal death;NA;Tod von Müttern;NA;décès maternel;NA;morte materna;NA
c355;maternal morbidity;NA;Mütterliche Morbidität;NA;morbidité maternelle;NA;morbilità materna;NA
c356;maternal mortality;NA;Müttersterblichkeit;NA;mortalité maternelle;NA;mortalità materna;NA
c357;measles;NA;Masern;NA;rougeole;NA;morbillo;NA
c358;medical research;NA;medizinische Forschung;NA;recherche médicale;NA;ricerca medica;NA
c359;medicine;NA;Medizin;NA;Médicament;NA;medicina;NA
c360;mefloquine;NA;Mefloquin;NA;méfloquine;NA;meflochina;NA
c361;menafrivac;NA;menafrivac;NA;menafrivac;NA;menafrivac;NA
c362;mental health;NA;geistige Gesundheit;NA;santé mentale;NA;salute mentale;NA
c363;mental well-being;NA;psychisches Wohlbefinden;NA;bien-être mental;NA;benessere mentale;NA
c364;mental wellbeing;NA;Geistiges Wohlbefinden;NA;bien-être mental;NA;benessere mentale;NA
c365;menzb;NA;menzb;NA;menzb;NA;menzb;NA
c366;methaniazide;NA;Methaniazid;NA;méthaniazide;NA;metaniazide;NA
c367;methanol;NA;Methanol;NA;méthanol;NA;metanolo;NA
c368;methyl isobutyl ketone;NA;Methyl-Isobutyl-Keton;NA;méthyl isobutyl cétone;NA;metil isobutil chetone;NA
c369;methyl isocyanide;NA;Methylisocyanid;NA;isocyanure de méthyle;NA;isocianuro di metile;NA
c370;methyl methacrylate;NA;Methylmethacrylat;NA;méthacrylate de méthyle;NA;metacrilato di metile;NA
c371;methyl tert-butyl ether;NA;Methyl-tert.-butylether;NA;éther de méthyle et de tert-butyle;NA;terz-butil etere metilico;NA
c372;miltefosine;NA;Miltefosin;NA;miltefosine;NA;miltefosina;NA
c373;minor depressive disorder;NA;leichte depressive Störung;NA;trouble dépressif mineur;NA;disturbo depressivo minore;NA
c374;mirex;NA;mirex;NA;mirex;NA;mirex;NA
c375;miscarriage and grief;NA;Fehlgeburt und Trauer;NA;fausse couche et deuil;NA;aborto spontaneo e dolore;NA
c376;miscarriage and mental illness;NA;Fehlgeburt und Geisteskrankheit;NA;fausse couche et maladie mentale;NA;aborto spontaneo e malattia mentale;NA
c377;molluscum contagiosum;NA;Molluskum contagiosum;NA;molluscum contagiosum;NA;mollusco contagioso;NA
c378;monoclonal antibodies;NA;monoklonale Antikörper;NA;anticorps monoclonaux;NA;anticorpi monoclonali;NA
c379;mood disorder;NA;Stimmungsstörung;NA;trouble de l'humeur;NA;disturbo dell'umore;NA
c380;mood swing;NA;Stimmungsschwankungen;NA;changement d'humeur;NA;altalena dell'umore;NA
c381;mortality rate;NA;Sterblichkeitsrate;NA;taux de mortalité;NA;tasso di mortalità;NA
c382;mortality risk;NA;Sterblichkeitsrisiko;NA;risque de mortalité;NA;rischio di mortalità;NA
c383;mortality trend;NA;Sterblichkeitstrend;NA;tendance de mortalité;NA;tendenza alla mortalità;NA
c384;mosquito control;NA;Mückenkontrolle;NA;contrôle des moustiques;NA;controllo delle zanzare;NA
c385;motor vehicle accident;NA;Kraftfahrzeugunfall;NA;accident de véhicule à moteur;NA;incidente automobilistico;NA
c386;motor vehicle crash;NA;Unfall mit einem Kraftfahrzeug;NA;accident de véhicule à moteur;NA;incidente automobilistico;NA
c387;motorcycle accident;NA;Motorradunfall;NA;accident de moto;NA;incidente motociclistico;NA
c388;moxifloxacin;NA;Moxifloxacin;NA;moxifloxacine;NA;moxifloxacina;NA
c389;mycobacterium bovis;NA;Mykobakterium bovis;NA;mycobacterium bovis;NA;micobatterio bovis;NA
c390;mycobacterium caprae;NA;Mykobakterium caprae;NA;mycobacterium caprae;NA;micobatterio caprae;NA
c391;mycobacterium tuberculosis;NA;Mykobakterium tuberculosis;NA;mycobacterium tuberculosis;NA;micobatterio tubercolosi;NA
c392;naphthalene;NA;Naphthalin;NA;naphtalène;NA;naftalene;NA
c393;narcotic drug;NA;Betäubungsmittel;NA;stupéfiant;NA;narcotico;NA
c394;national health risks;NA;nationale Gesundheitsrisiken;NA;risques de santé nationale;NA;rischi sanitari nazionali;NA
c395;national health service;NA;Nationaler Gesundheitsdienst;NA;service de santé national;NA;servizio sanitario nazionale;NA
c396;neglected disease;NA;vernachlässigte Krankheit;NA;maladie négligée;NA;malattia trascurata;NA
c397;neglected tropical disease;NA;vernachlässigte Tropenkrankheit;NA;maladie tropicale négligée;NA;malattia tropicale trascurata;NA
c398;neglected tropical diseases;NA;vernachlässigte Tropenkrankheiten;NA;maladies tropicales négligées;NA;malattie tropicali trascurate;NA
c399;nelfinavir;NA;Nelfinavir;NA;nelfinavir;NA;nelfinavir;NA
c400;neonatal death;NA;neonataler Tod;NA;décès néonatal;NA;morte neonatale;NA
c401;neonatal morbidity;NA;Neonatale Morbidität;NA;morbidité néonatale;NA;morbilità neonatale;NA
c402;neonatal mortality;NA;Neonatale Sterblichkeit;NA;mortalité néonatale;NA;mortalità neonatale;NA
c403;neonatal survival;NA;Neonatales Überleben;NA;survie néonatale;NA;sopravvivenza neonatale;NA
c404;neurolenin b;NA;Neurolenin B;NA;neurolénine b;NA;neurolenina b;NA
c405;neuropsychology;NA;Neuropsychologie;NA;neuropsychologie;NA;neuropsicologia;NA
c406;neurosyphilis;NA;Neurosyphilis;NA;neurosyphilis;NA;neurosifilide;NA
c407;neuvenge;NA;neuvenge;NA;neuvenge;NA;neuvenge;NA
c408;new vaccine;NA;neuer Impfstoff;NA;nouveau vaccin;NA;nuovo vaccino;NA
c409;newborn death;NA;Neugeborenen-Tod;NA;décès du nouveau-né;NA;morte neonatale;NA
c410;newborn mortality;NA;Neugeborenensterblichkeit;NA;mortalité néonatale;NA;mortalità neonatale;NA
c411;nicotine;NA;Nikotin;NA;nicotine;NA;nicotina;NA
c412;nicotine dependence;NA;Nikotinabhängigkeit;NA;dépendance à la nicotine;NA;dipendenza da nicotina;NA
c413;nicotine marketing;NA;Vermarktung von Nikotin;NA;marketing de la nicotine;NA;nicotina marketing;NA
c414;nitidine;NA;Nitidin;NA;nitidine;NA;nitidina;NA
c415;nitrogen trifluoride;NA;Stickstofftrifluorid;NA;trifluorure d'azote;NA;trifluoruro di azoto;NA
c416;nitrous oxide;NA;Distickstoffoxid;NA;protoxyde d'azote;NA;protossido di azoto;NA
c417;non-communicable disease;NA;nicht übertragbare Krankheiten;NA;maladie non transmissible;NA;malattia non trasmissibile;NA
c418;noncommunicable disease;NA;Nichtübertragbare Krankheit;NA;maladie non transmissible;NA;malattia non trasmissibile;NA
c419;nox;NA;nox;NA;nox;NA;nox;NA
c420;o-anisidine;NA;o-Anisidin;NA;o-anisidine;NA;o-anisidina;NA
c421;oculo-respiratory syndrome;NA;okulo-respiratorisches Syndrom;NA;syndrome oculo-respiratoire;NA;sindrome oculo-respiratoria;NA
c422;olivacine;NA;Olivacin;NA;olivacine;NA;olivacina;NA
c423;onchocerciasis;NA;Onchozerkose;NA;onchocercose;NA;oncocercosi;NA
c424;oncofertility;NA;Onkofertilität;NA;oncofertilité;NA;oncofertilità;NA
c425;oncophage;NA;Onkophagen;NA;oncophage;NA;oncofago;NA
c426;oocyte cryopreservation;NA;Kryokonservierung von Eizellen;NA;cryopréservation d'ovocytes;NA;crioconservazione degli ovociti;NA
c427;opioid dependence;NA;Opioid-Abhängigkeit;NA;dépendance aux opiacés;NA;dipendenza da oppioidi;NA
c428;oroidin;NA;oroidin;NA;oroidin;NA;oroidina;NA
c429;orthorexia nervosa;NA;Orthorexia nervosa;NA;orthorexie nerveuse;NA;ortoressia nervosa;NA
c430;ovulation induction;NA;Ovulationsinduktion;NA;induction de l'ovulation;NA;induzione dell'ovulazione;NA
c431;ozone;NA;Ozon;NA;ozone;NA;ozono;NA
c432;p-anisidine;NA;p-Anisidin;NA;p-anisidine;NA;p-anisidina;NA
c433;pacemaker failure;NA;Herzschrittmacher-Versagen;NA;défaillance du stimulateur cardiaque;NA;fallimento del pacemaker;NA
c434;pamaquine;NA;Pamaquin;NA;pamaquine;NA;pamaquina;NA
c435;paragonimiasis;NA;Paragonimiasis;NA;paragonimiasis;NA;paragonimiasis;NA
c436;parasitic disease;NA;Parasitäre Krankheit;NA;maladie parasitaire;NA;malattia parassitaria;NA
c437;particulates;NA;Feinstaub;NA;particules;NA;particolato;NA
c438;passive smoking;NA;Passivrauchen;NA;fumeur passif;NA;fumo passivo;NA
c439;paternal rights and abortion;NA;Väterrechte und Abtreibung;NA;droits paternels et avortement;NA;diritti paterni e aborto;NA
c440;pedestrian injury;NA;Fußgängerverletzungen;NA;blessure de piéton;NA;lesione pedonale;NA
c441;perfluorocarbon tracer;NA;Perfluorkohlenstoff-Tracer;NA;traceur perfluorocarboné;NA;tracciante perfluorocarburo;NA
c442;perfluorotributylamine;NA;Perfluortributylamin;NA;perfluorotributylamine;NA;perfluorotributilamina;NA
c443;perinatal death;NA;Perinataler Tod;NA;mort périnatale;NA;morte perinatale;NA
c444;perinatal mortality;NA;Perinatale Sterblichkeit;NA;mortalité périnatale;NA;mortalità perinatale;NA
c445;personal well-being;NA;persönliches Wohlbefinden;NA;bien-être personnel;NA;benessere personale;NA
c446;pesticide;NA;Pestizid;NA;pesticide;NA;pesticida;NA
c447;pharmaceutical;NA;Arzneimittel;NA;pharmaceutique;NA;farmaceutico;NA
c448;phenol;NA;Phenol;NA;phénol;NA;fenolo;NA
c449;physical health;NA;körperliche Gesundheit;NA;santé physique;NA;salute fisica;NA
c450;physical well-being;NA;körperliches Wohlbefinden;NA;bien-être physique;NA;benessere fisico;NA
c451;physical wellbeing;NA;körperliches Wohlbefinden;NA;bien-être physique;NA;benessere fisico;NA
c452;piperaquine;NA;Piperaquin;NA;pipéraquine;NA;piperachina;NA
c453;planned parenthood;NA;geplante Elternschaft;NA;parentalité planifiée;NA;genitorialità pianificata;NA
c454;plasmodium falciparum;NA;Plasmodium falciparum;NA;plasmodium falciparum;NA;plasmodio falciparum;NA
c455;polio;NA;Polio;NA;polio;NA;polio;NA
c456;pollutant standards index;NA;Schadstoffnormen-Index;NA;indice des normes de polluants;NA;indice degli standard inquinanti;NA
c457;pollution;NA;Verschmutzung;NA;pollution;NA;inquinamento;NA
c458;pollution control;NA;Verschmutzungskontrolle;NA;contrôle de la pollution;NA;controllo dell'inquinamento;NA
c459;polybrominated biphenyl;NA;polybromierte Biphenyle;NA;biphényle polybromé;NA;bifenile polibromurato;NA
c460;polychlorinated dibenzodioxins;NA;polychlorierte Dibenzodioxine;NA;dibenzodioxines polychlorées;NA;dibenzodiossine policlorurate;NA
c461;polychlorinated dibenzofurans;NA;polychlorierte Dibenzofurane;NA;dibenzofuranes polychlorés;NA;dibenzofurani policlorurati;NA
c462;polycyclic aromatic hydrocarbon;NA;polyzyklische aromatische Kohlenwasserstoffe;NA;hydrocarbure aromatique polycyclique;NA;idrocarburo policiclico aromatico;NA
c463;population control;NA;Bevölkerungskontrolle;NA;contrôle de la population;NA;controllo della popolazione;NA
c464;post-neonatal mortality;NA;postneonatale Sterblichkeit;NA;mortalité post-néonatale;NA;mortalità post-neonatale;NA
c465;postneonatal mortality;NA;Postneonatale Sterblichkeit;NA;mortalité post-néonatale;NA;mortalità postneonatale;NA
c466;posttraumatic stress disorder;NA;Posttraumatische Belastungsstörung;NA;trouble de stress post-traumatique;NA;disturbo post-traumatico da stress;NA
c467;preconception care;NA;präkonzeptionelle Betreuung;NA;soins pré-conceptionnels;NA;cura preconcezionale;NA
c468;pregnancy;NA;Schwangerschaft;NA;grossesse;NA;gravidanza;NA
c469;pregnancy-related deaths;NA;Schwangerschaftsbedingte Todesfälle;NA;mortalité liée à la grossesse;NA;morti legate alla gravidanza;NA
c470;pregnancy-related mortality;NA;Schwangerschaftsbedingte Sterblichkeit;NA;mortalité liée à la grossesse;NA;mortalità legata alla gravidanza;NA
c471;premature death;NA;Vorzeitiger Tod;NA;mort prématurée;NA;morte prematura;NA
c472;premature mortality;NA;Vorzeitige Sterblichkeit;NA;mortalité prématurée;NA;mortalità prematura;NA
c473;preventable death;NA;Vermeidbarer Tod;NA;décès évitable;NA;morte prevenibile;NA
c474;primaquine;NA;Primaquin;NA;primaquine;NA;primachina;NA
c475;proguanil;NA;Proguanil;NA;proguanil;NA;proguanil;NA
c476;propionaldehyde;NA;Propionaldehyd;NA;propionaldéhyde;NA;propionaldeide;NA
c477;prosthetic makeup;NA;Prothesenschminke;NA;maquillage prothétique;NA;trucco protesico;NA
c478;prosthetist;NA;Prothesenmacher;NA;prothésiste;NA;protesista;NA
c479;prostvac;NA;prostvac;NA;prostvac;NA;prostvac;NA
c480;prothionamide;NA;Prothionamid;NA;prothionamide;NA;prothionamide;NA
c481;psychoanalysis;NA;Psychoanalyse;NA;psychanalyse;NA;psicoanalisi;NA
c482;psychological distress;NA;Psychische Störung;NA;détresse psychologique;NA;disagio psicologico;NA
c483;psychological health;NA;Psychische Gesundheit;NA;santé psychologique;NA;salute psicologica;NA
c484;psychological stress;NA;Psychische Belastung;NA;stress psychologique;NA;stress psicologico;NA
c485;psychological well-being;NA;psychologisches Wohlbefinden;NA;bien-être psychologique;NA;benessere psicologico;NA
c486;psychological wellbeing;NA;psychologisches Wohlbefinden;NA;bien-être psychologique;NA;benessere psicologico;NA
c487;psychopathy;NA;Psychopathie;NA;psychopathie;NA;psicopatia;NA
c488;psychosis;NA;Psychose;NA;psychose;NA;psicosi;NA
c489;psychosocial well-being;NA;psychosoziales Wohlbefinden;NA;bien-être psychologique;NA;benessere psicosociale;NA
c490;psychotherapy;NA;Psychotherapie;NA;psychothérapie;NA;psicoterapia;NA
c491;psychotic depression;NA;psychotische Depression;NA;dépression psychotique;NA;depressione psicotica;NA
c492;pulmonary tuberculosis;NA;Lungentuberkulose;NA;tuberculose pulmonaire;NA;tubercolosi polmonare;NA
c493;pyrazinamide;NA;Pyrazinamid;NA;pyrazinamide;NA;pirazinamide;NA
c494;pyrimethamine;NA;Pyrimethamin;NA;pyriméthamine;NA;pirimetamina;NA
c495;pyronaridine;NA;Pyronaridin;NA;pyronaridine;NA;pironaridina;NA
c496;quinine;NA;Chinin;NA;quinine;NA;chinina;NA
c497;quinoline;NA;Chinolin;NA;quinoléine;NA;chinolina;NA
c498;regenestem;NA;regenestem;NA;regenestem;NA;regenestem;NA
c499;relapse prevention;NA;Rückfallprävention;NA;prévention des rechutes;NA;prevenzione delle ricadute;NA
c500;reproductive health;NA;Reproduktionsmedizin;NA;santé reproductive;NA;salute riproduttiva;NA
c501;reproductive medicine;NA;Fortpflanzungsmedizin;NA;médecine reproductive;NA;medicina riproduttiva;NA
c502;reproductive rights;NA;Fortpflanzungsrechte;NA;droits reproductifs;NA;diritti riproduttivi;NA
c503;reproductive surgery;NA;Fortpflanzungschirurgie;NA;chirurgie de la reproduction;NA;chirurgia riproduttiva;NA
c504;reproductive system disease;NA;Krankheiten des Fortpflanzungssystems;NA;maladie de l'appareil reproducteur;NA;malattia del sistema riproduttivo;NA
c505;responsible drug use;NA;Verantwortungsvoller Drogenkonsum;NA;utilisation responsable des médicaments;NA;uso responsabile delle droghe;NA
c506;rifabutin;NA;Rifabutin;NA;rifabutin;NA;rifabutina;NA
c507;rifalazil;NA;Rifalazil;NA;rifalazil;NA;rifalazil;NA
c508;rifampicin;NA;Rifampicin;NA;rifampicine;NA;rifampicina;NA
c509;risky sexual behaviour;NA;riskantes Sexualverhalten;NA;comportement sexuel à risque;NA;comportamento sessuale rischioso;NA
c510;ritonavir;NA;Ritonavir;NA;ritonavir;NA;ritonavir;NA
c511;road accident;NA;Verkehrsunfall;NA;accident de la route;NA;incidente stradale;NA
c512;road crash;NA;Verkehrsunfall;NA;accident de la route;NA;incidente stradale;NA
c513;rotavirus vaccine;NA;Rotavirus-Impfstoff;NA;vaccin antirotavirus;NA;vaccino rotavirus;NA
c514;rvsv-zebov vaccine;NA;rvsv-zebov-impfstoff;NA;vaccin rvsv-zebov;NA;vaccino rvsv-zebov;NA
c515;safe abortion;NA;sichere Abtreibung;NA;avortement sans risque;NA;aborto sicuro;NA
c516;safe motherhood;NA;Sichere Mutterschaft;NA;maternité sans risque;NA;maternità sicura;NA
c517;saquinavir;NA;saquinavir;NA;saquinavir;NA;saquinavir;NA
c518;schizoaffective disorder;NA;schizoaffektive Störung;NA;trouble schizo-affectif;NA;disturbo schizoaffettivo;NA
c519;schizophrenia;NA;schizophrenie;NA;schizophrénie;NA;schizofrenia;NA
c520;schizothymia;NA;Schizothymie;NA;schizothymie;NA;schizotimia;NA
c521;semapimod;NA;Semapimod;NA;sémapimod;NA;semapimod;NA
c522;sewage treatment;NA;abwasserbehandlung;NA;traitement des eaux usées;NA;trattamento delle acque reflue;NA
c523;sex education;NA;Sexualerziehung;NA;éducation sexuelle;NA;educazione sessuale;NA
c524;sexual health;NA;Sexuelle Gesundheit;NA;santé sexuelle;NA;salute sessuale;NA
c525;sexual medicine;NA;Sexualmedizin;NA;médecine sexuelle;NA;medicina sessuale;NA
c526;sexually transmitted infection;NA;sexuell übertragbare infektion;NA;infection sexuellement transmissible;NA;infezione sessualmente trasmessa;NA
c527;sipuleucel-t;NA;sipuleucel-t;NA;sipuleucel-t;NA;sipuleucel-t;NA
c528;sleep quality;NA;Schlafqualität;NA;qualité du sommeil;NA;qualità del sonno;NA
c529;smog;NA;Smog;NA;smog;NA;smog;NA
c530;smoke-free;NA;rauchfrei;NA;sans fumée;NA;senza fumo;NA
c531;smoker protection law;NA;raucherschutzgesetz;NA;loi sur la protection des fumeurs;NA;legge sulla protezione del fumatore;NA
c532;smoking room;NA;Raucherzimmer;NA;fumoir;NA;sala fumatori;NA
c533;social justice;NA;soziale Gerechtigkeit;NA;justice sociale;NA;giustizia sociale;NA
c534;sodium selenite;NA;Natriumselenit;NA;sélénite de sodium;NA;selenite di sodio;NA
c535;soil contamination;NA;Bodenkontamination;NA;contamination du sol;NA;contaminazione del suolo;NA
c536;sperm donation;NA;Samenspende;NA;don de sperme;NA;donazione di sperma;NA
c537;spiroindolone;NA;Spiroindolon;NA;spiroindolone;NA;spiroindolone;NA
c538;startups, shutdowns, and malfunctions;NA;Inbetriebnahmen, Abschaltungen und Fehlfunktionen;NA;démarrages, arrêts et dysfonctionnements;NA;avviamenti, arresti e malfunzionamenti;NA
c539;stillbirth;NA;Totgeburt;NA;mortinatalité;NA;stillbirth;NA
c540;streptomycin;NA;Streptomycin;NA;streptomycine;NA;streptomicina;NA
c541;styrene;NA;Styrol;NA;styrène;NA;stirene;NA
c542;substance abuse;NA;Drogenmissbrauch;NA;toxicomanie;NA;abuso di sostanze;NA
c543;substance dependence;NA;Substanzabhängigkeit;NA;toxicomanie;NA;dipendenza da sostanze;NA
c544;substance misuse;NA;Substanzmissbrauch;NA;abus de substances;NA;abuso di sostanze;NA
c545;substance-induced psychosis;NA;substanzinduzierte Psychose;NA;psychose induite par une substance;NA;psicosi indotta da sostanze;NA
c546;suicide mortality;NA;Selbstmordsterblichkeit;NA;mortalité par suicide;NA;mortalità da suicidio;NA
c547;suicide rate;NA;Selbstmordrate;NA;taux de suicide;NA;tasso di suicidio;NA
c548;sulfadoxine;NA;Sulfadoxin;NA;sulfadoxine;NA;sulfadoxina;NA
c549;sulfalene;NA;Sulfalene;NA;sulfalène;NA;sulfalene;NA
c550;sulphur hexafluoride;NA;Schwefelhexafluorid;NA;hexafluorure de soufre;NA;esafluoruro di zolfo;NA
c551;sulphur trioxide;NA;Schwefeltrioxid;NA;trioxyde de soufre;NA;triossido di zolfo;NA
c552;syphilid;NA;Syphilis;NA;syphilide;NA;sifilide;NA
c553;syphilis;NA;Syphilis;NA;syphilis;NA;sifilide;NA
c554;tafenoquine;NA;Tafenoquin;NA;tafenoquine;NA;tafenochina;NA
c555;tampon tax;NA;Tamponsteuer;NA;taxe de taxe de tampon;NA;tassa sui tamponi;NA
c556;tecemotide;NA;Tecemotid;NA;técémotide;NA;tecemotide;NA
c557;terizidone;NA;Terizidon;NA;térizidone;NA;terizidone;NA
c558;tetrachloroethylene;NA;Tetrachlorethylen;NA;tétrachloroéthylène;NA;tetracloroetilene;NA
c559;tetrafluoromethane;NA;Tetrafluormethan;NA;tétrafluorométhane;NA;tetrafluorometano;NA
c560;thioacetazone;NA;Thioacetazon;NA;thioacétazone;NA;tioacetazone;NA
c561;tobacco control;NA;Tabakkontrolle;NA;contrôle du tabac;NA;controllo del tabacco;NA
c562;tobacco fatwa;NA;Tabak-Fatwa;NA;fatwa du tabac;NA;tabacco fatwa;NA
c563;toluene;NA;Toluol;NA;toluène;NA;toluene;NA
c564;total mortality;NA;Gesamtsterblichkeit;NA;mortalité totale;NA;mortalità totale;NA
c565;toxaphene;NA;Toxaphen;NA;toxaphène;NA;toxafene;NA
c566;toxoplasmosis;NA;Toxoplasmose;NA;toxoplasmose;NA;toxoplasmosi;NA
